ens	symbol	length	weight
22417	ENSG00000013503	POLR3B	152450	1
22418	ENSG00000257545	AC079385.1	278968	0
22419	ENSG00000111783	RFX4	179896	1
22420	ENSG00000257711	AC079385.2	6124	0
22421	ENSG00000257918	AC079385.3	18142	0
22422	ENSG00000111785	RIC8B	114695	1
22423	ENSG00000287957	AC007695.1	4328	1
22424	ENSG00000260329	AC007541.1	1468	0
22425	ENSG00000151135	TMEM263	23059	1
22426	ENSG00000120832	MTERF2	9883	1
22427	ENSG00000008405	CRY1	102185	0
22428	ENSG00000257548	AC078929.1	30016	0
22429	ENSG00000286678	AC007649.1	3812	1
22430	ENSG00000151136	BTBD11	341221	1
22431	ENSG00000257579	AC007540.1	7687	0
22432	ENSG00000136045	PWP1	27363	0.5
22433	ENSG00000110851	PRDM4	28401	0.5
22434	ENSG00000258136	AC007622.2	23413	0
22435	ENSG00000187855	ASCL4	2259	1
22436	ENSG00000257398	AC126177.3	55079	0
22437	ENSG00000075035	WSCD2	121249	1
22438	ENSG00000174600	CMKLR1	51273	1
22439	ENSG00000247213	LINC01498	80893	0
22440	ENSG00000198855	FICD	10560	0.5
22441	ENSG00000075856	SART3	39186	0.5
22442	ENSG00000287202	AC008119.1	7664	1
22443	ENSG00000136003	ISCU	6802	0
22444	ENSG00000183160	TMEM119	8469	1
22445	ENSG00000110876	SELPLG	11682	1
22446	ENSG00000257221	AC007569.1	13681	0
22447	ENSG00000110880	CORO1C	86487	0.5
22448	ENSG00000084112	SSH1	79399	1
22449	ENSG00000274598	AC087893.2	663	1
22450	ENSG00000110887	DAO	42111	1
22451	ENSG00000166111	SVOP	113327	1
22452	ENSG00000135093	USP30	64934	1
22453	ENSG00000256262	USP30-AS1	1602	0
22454	ENSG00000189046	ALKBH2	5443	0.5
22455	ENSG00000076248	UNG	13418	0
22456	ENSG00000256139	AC007637.1	14376	1
22457	ENSG00000076555	ACACB	151631	0
22458	ENSG00000139445	FOXN4	31306	1
22459	ENSG00000174527	MYO1H	107620	1
22460	ENSG00000256560	LINC01486	5405	0
22461	ENSG00000255655	AC007570.1	2087	0
22462	ENSG00000110906	KCTD10	28704	1
22463	ENSG00000151148	UBE3B	59303	0.5
22464	ENSG00000139428	MMAB	19865	0
22465	ENSG00000110921	MVK	24870	1
22466	ENSG00000139438	FAM222A	56279	1
22467	ENSG00000255650	FAM222A-AS1	39342	0
22468	ENSG00000111199	TRPV4	50316	1
22469	ENSG00000139433	GLTP	29596	0.5
22470	ENSG00000249094	AC007834.1	7791	0
22471	ENSG00000139437	TCHP	83577	1
22472	ENSG00000139436	GIT2	66587	1
22473	ENSG00000277299	AC084876.1	640	0
22474	ENSG00000076513	ANKRD13A	40577	1
22475	ENSG00000174456	C12orf76	46606	1
22476	ENSG00000277595	AC007546.1	558	1
22477	ENSG00000122970	IFT81	94458	1
22478	ENSG00000174437	ATP2A2	70337	1
22479	ENSG00000196510	ANAPC7	30830	0.5
22480	ENSG00000111229	ARPC3	15599	1
22481	ENSG00000111231	GPN3	16782	0.5
22482	ENSG00000204856	FAM216A	21970	1
22483	ENSG00000111237	VPS29	11028	0.5
22484	ENSG00000151164	RAD9B	30431	1
22485	ENSG00000196850	PPTC7	50073	0
22486	ENSG00000204852	TCTN1	35403	1
22487	ENSG00000122986	HVCN1	77109	1
22488	ENSG00000186298	PPP1CC	23259	0.5
22489	ENSG00000257268	AC002375.1	14184	0
22490	ENSG00000173093	CCDC63	60766	1
22491	ENSG00000111245	MYL2	10624	1
22492	ENSG00000185847	LINC01405	24503	0
22493	ENSG00000258240	AC002351.1	6137	0
22494	ENSG00000111249	CUX2	316389	1
22495	ENSG00000198324	PHETA1	8470	1
22496	ENSG00000257595	LINC02356	34049	0
22497	ENSG00000111252	SH2B3	45675	1
22498	ENSG00000204842	ATXN2	156191	0.5
22499	ENSG00000258099	ATXN2-AS	758	0
22500	ENSG00000089234	BRAP	43810	1
22501	ENSG00000111271	ACAD10	71051	0
22502	ENSG00000111275	ALDH2	50645	0
22503	ENSG00000234608	MAPKAPK5-AS1	3138	0
22504	ENSG00000089022	MAPKAPK5	59994	0.5
22505	ENSG00000198270	TMEM116	81903	1
22506	ENSG00000089248	ERP29	10101	1
22507	ENSG00000274227	AC073575.2	626	0
22508	ENSG00000111300	NAA25	82107	1
22509	ENSG00000258323	AC073575.1	1846	0
22510	ENSG00000135148	TRAFD1	28066	1
22511	ENSG00000173064	HECTD4	222251	1
22512	ENSG00000257494	AC004217.1	2291	0
22513	ENSG00000089009	RPL6	13648	0
22514	ENSG00000179295	PTPN11	91562	0.5
22515	ENSG00000089169	RPH3A	328501	1
22516	ENSG00000089127	OAS1	26439	1
22517	ENSG00000257452	AC004551.1	110123	0
22518	ENSG00000111331	OAS3	34807	1
22519	ENSG00000111335	OAS2	33328	1
22520	ENSG00000135144	DTX1	41319	1
22521	ENSG00000111344	RASAL1	37420	1
22522	ENSG00000186710	CFAP73	9418	1
22523	ENSG00000123064	DDX54	28305	0.5
22524	ENSG00000139405	RITA1	6842	1
22525	ENSG00000257286	AC089999.1	6537	0
22526	ENSG00000166578	IQCD	25653	1
22527	ENSG00000186815	TPCN1	77535	0.5
22528	ENSG00000277566	AC089999.2	576	1
22529	ENSG00000089060	SLC8B1	60734	1
22530	ENSG00000151176	PLBD2	33063	0.5
22531	ENSG00000135094	SDS	33856	1
22532	ENSG00000139410	SDSL	15896	0
22533	ENSG00000089116	LHX5	10247	1
22534	ENSG00000257935	LHX5-AS1	8621	0
22535	ENSG00000249550	LINC01234	189840	0
22536	ENSG00000122965	RBM19	149587	0.5
22537	ENSG00000287229	AC009731.1	8195	1
22538	ENSG00000257359	AC073863.1	4686	0
22539	ENSG00000257603	AC010183.1	2769	0
22540	ENSG00000257997	AC010183.2	33108	0
22541	ENSG00000257476	LINC02459	2800	0
22542	ENSG00000089225	TBX5	54511	1
22543	ENSG00000255399	TBX5-AS1	4658	0
22544	ENSG00000258254	AC010177.1	1161	0
22545	ENSG00000135111	TBX3	13920	1
22546	ENSG00000257817	AC026765.3	85697	0
22547	ENSG00000287982	AC026765.4	1487	1
22548	ENSG00000257517	AC026765.2	3177	0
22549	ENSG00000283459	AC009804.2	3897	1
22550	ENSG00000257958	AC008125.1	2828	0
22551	ENSG00000257519	AC078880.1	7426	0
22552	ENSG00000271579	AC078880.3	1120	0
22553	ENSG00000276308	AC078880.4	1748	0
22554	ENSG00000276972	AC078880.5	420	0
22555	ENSG00000257726	AC078880.2	1733	0
22556	ENSG00000258108	AC009803.2	12345	0
22557	ENSG00000257407	AC009803.1	57673	0
22558	ENSG00000257781	AC009387.1	44674	0
22559	ENSG00000257683	LINC02463	75778	0
22560	ENSG00000286991	AC012157.3	7219	1
22561	ENSG00000123066	MED13L	323847	1
22562	ENSG00000258034	AC012157.2	1546	0
22563	ENSG00000258337	AC130895.1	6793	1
22564	ENSG00000286354	AC079384.2	1518	1
22565	ENSG00000258346	AC079384.1	20707	0
22566	ENSG00000258018	LINC02457	38974	0
22567	ENSG00000196668	LINC00173	3096	1
22568	ENSG00000258102	MAP1LC3B2	28501	0.5
22569	ENSG00000275898	AC125603.4	2698	0
22570	ENSG00000258249	AC125603.3	4315	0
22571	ENSG00000257883	AC125603.2	36483	0
22572	ENSG00000257654	AC125603.1	4794	0
22573	ENSG00000111412	C12orf49	27899	1
22574	ENSG00000135119	RNFT2	115453	1
22575	ENSG00000275467	AC083806.3	454	0
22576	ENSG00000135116	HRK	25297	1
22577	ENSG00000174989	FBXW8	120198	1
22578	ENSG00000274554	AC083806.2	2684	0
22579	ENSG00000257279	AC127164.1	9895	0
22580	ENSG00000277840	AC026368.1	689	1
22581	ENSG00000088992	TESC	60556	1
22582	ENSG00000258285	TESC-AS1	42610	0
22583	ENSG00000135108	FBXO21	48543	1
22584	ENSG00000089250	NOS1	244028	1
22585	ENSG00000255686	AC073864.1	3974	0
22586	ENSG00000171435	KSR2	515978	1
22587	ENSG00000256071	AC084291.1	1554	0
22588	ENSG00000111445	RFC5	19542	0.5
22589	ENSG00000277873	AC131159.2	701	0
22590	ENSG00000176871	WSB2	29736	0.5
22591	ENSG00000276292	AC131159.1	212	0
22592	ENSG00000176834	VSIG10	72433	1
22593	ENSG00000274859	AC131238.1	327	0
22594	ENSG00000089220	PEBP1	9460	0.5
22595	ENSG00000135090	TAOK3	223106	1
22596	ENSG00000270482	AC026367.1	925	0
22597	ENSG00000111707	SUDS3	41478	1
22598	ENSG00000275759	AC026367.3	589	0
22599	ENSG00000275409	AC026367.2	552	0
22600	ENSG00000255714	LINC02460	3409	0
22601	ENSG00000256750	LINC02423	3522	0
22602	ENSG00000255618	LINC02440	2106	0
22603	ENSG00000255814	LINC02439	50610	0
22604	ENSG00000256149	AC087863.2	59576	0
22605	ENSG00000139767	SRRM4	181510	1
22606	ENSG00000286233	AC087885.1	1584	1
22607	ENSG00000257095	AC084361.1	85922	0
22608	ENSG00000256884	AC084880.4	2419	0
22609	ENSG00000152137	HSPB8	42489	0
22610	ENSG00000256609	AC084880.3	1211	0
22611	ENSG00000256311	AC084880.2	33183	0
22612	ENSG00000281196	LINC00934	19555	0
22613	ENSG00000183273	CCDC60	206328	1
22614	ENSG00000248636	AC002070.1	306832	0
22615	ENSG00000224982	TMEM233	49301	1
22616	ENSG00000111725	PRKAB1	13760	0.5
22617	ENSG00000122966	CIT	191529	1
22618	ENSG00000255692	AC002563.1	1243	0
22619	ENSG00000135127	BICDL1	104625	1
22620	ENSG00000111737	RAB35	22403	0
22621	ENSG00000277283	AC004812.2	2093	0
22622	ENSG00000089154	GCN1	67513	1
22623	ENSG00000089157	RPLP0	4536	0
22624	ENSG00000255857	PXN-AS1	11940	0
22625	ENSG00000089159	PXN	55332	1
22626	ENSG00000286067	AC004263.2	4598	1
22627	ENSG00000275936	AC004263.1	677	0
22628	ENSG00000089163	SIRT4	10933	1
22629	ENSG00000170890	PLA2G1B	5664	1
22630	ENSG00000135097	MSI1	27834	1
22631	ENSG00000256695	AC003982.1	6493	0
22632	ENSG00000111775	COX6A1	2647	0
22633	ENSG00000170855	TRIAP1	2420	0
22634	ENSG00000257218	GATC	17305	0
22635	ENSG00000111786	SRSF9	8076	1
22636	ENSG00000088986	DYNLL1	28643	1
22637	ENSG00000248008	NRAV	7867	0
22638	ENSG00000278344	AC063943.1	355	0
22639	ENSG00000110871	COQ5	31155	0
22640	ENSG00000022840	RNF10	44108	0.5
22641	ENSG00000167272	POP5	2638	0.5
22642	ENSG00000256008	AC125616.1	12761	0
22643	ENSG00000157782	CABP1	26772	1
22644	ENSG00000110917	MLEC	14710	0.5
22645	ENSG00000256364	AC069234.2	2417	0
22646	ENSG00000277423	AC069234.5	415	0
22647	ENSG00000276188	AC069234.4	411	0
22648	ENSG00000175970	UNC119B	13182	1
22649	ENSG00000256569	AC069234.3	2132	0
22650	ENSG00000122971	ACADS	14234	0
22651	ENSG00000255946	AC069234.1	21122	0
22652	ENSG00000157837	SPPL3	141848	0.5
22653	ENSG00000286493	AC069214.1	3235	1
22654	ENSG00000241388	HNF1A-AS1	39237	1
22655	ENSG00000135100	HNF1A	23969	1
22656	ENSG00000157895	C12orf43	16016	1
22657	ENSG00000135114	OASL	20131	1
22658	ENSG00000089041	P2RX7	55213	1
22659	ENSG00000286248	AC069209.2	13558	1
22660	ENSG00000274029	AC069209.1	650	0
22661	ENSG00000135124	P2RX4	24249	1
22662	ENSG00000110931	CAMKK2	60633	1
22663	ENSG00000089053	ANAPC5	91651	0.5
22664	ENSG00000258435	AC048337.1	7897	0
22665	ENSG00000170633	RNF34	30582	0.5
22666	ENSG00000089094	KDM2B	151927	1
22667	ENSG00000256742	KDM2B-DT	12712	0
22668	ENSG00000276045	ORAI1	16127	1
22669	ENSG00000139714	MORN3	23889	1
22670	ENSG00000286586	AC084018.4	2193	1
22671	ENSG00000188735	TMEM120B	70249	1
22672	ENSG00000139725	RHOF	25649	1
22673	ENSG00000212694	LINC01089	8639	0
22674	ENSG00000272849	AC084018.1	4461	0
22675	ENSG00000274292	AC084018.2	2606	0
22676	ENSG00000139718	SETD1B	28404	1
22677	ENSG00000158104	HPD	24069	1
22678	ENSG00000256811	AC079360.1	800	0
22679	ENSG00000278084	AC069503.3	144	0
22680	ENSG00000287493	AC069503.4	1103	1
22681	ENSG00000110801	PSMD9	29565	0.5
22682	ENSG00000158023	WDR66	85335	1
22683	ENSG00000255856	AC069503.1	12629	0
22684	ENSG00000110987	BCL7A	42622	1
22685	ENSG00000256546	AC156455.1	5310	1
22686	ENSG00000175727	MLXIP	68588	1
22687	ENSG00000158113	LRRC43	35733	1
22688	ENSG00000204671	IL31	2192	1
22689	ENSG00000176383	B3GNT4	5271	1
22690	ENSG00000284934	AC048338.2	19872	1
22691	ENSG00000184047	DIABLO	19788	0
22692	ENSG00000139719	VPS33A	36930	0.5
22693	ENSG00000130779	CLIP1	151200	1
22694	ENSG00000257097	CLIP1-AS1	5315	0
22695	ENSG00000033030	ZCCHC8	29474	1
22696	ENSG00000275265	AC127002.2	454	0
22697	ENSG00000111011	RSRC2	23546	0.5
22698	ENSG00000184445	KNTC1	99150	1
22699	ENSG00000274191	AC026333.4	543	0
22700	ENSG00000256249	AC026333.3	28854	0
22701	ENSG00000182782	HCAR2	2064	1
22702	ENSG00000255398	HCAR3	2055	1
22703	ENSG00000196917	HCAR1	4768	1
22704	ENSG00000139726	DENR	18240	0.5
22705	ENSG00000130783	CCDC62	53002	1
22706	ENSG00000130787	HIP1R	28508	1
22707	ENSG00000139722	VPS37B	30797	1
22708	ENSG00000256152	AC027290.1	1686	0
22709	ENSG00000150967	ABCB9	60698	1
22710	ENSG00000111325	OGFOD2	5463	1
22711	ENSG00000182196	ARL6IP4	2853	0.5
22712	ENSG00000090975	PITPNM2	166535	1
22713	ENSG00000251497	PITPNM2-AS1	3360	0
22714	ENSG00000051825	MPHOSPH9	91694	1
22715	ENSG00000130921	C12orf65	24524	0.5
22716	ENSG00000111328	CDK2AP1	22222	0.5
22717	ENSG00000269980	AC068768.1	342	0
22718	ENSG00000139697	SBNO1	75738	1
22719	ENSG00000256092	SBNO1-AS1	2245	0
22720	ENSG00000183955	KMT5A	25580	1
22721	ENSG00000150977	RILPL2	26034	1
22722	ENSG00000184209	SNRNP35	15066	0.5
22723	ENSG00000188026	RILPL1	63665	1
22724	ENSG00000274427	AC145423.2	238	1
22725	ENSG00000278112	AC145423.3	466	1
22726	ENSG00000247373	TMED2-DT	9224	0
22727	ENSG00000086598	TMED2	14049	0.5
22728	ENSG00000111364	DDX55	18866	1
22729	ENSG00000111361	EIF2B1	13360	1
22730	ENSG00000111358	GTF2H3	28865	1
22731	ENSG00000168778	TCTN2	37286	1
22732	ENSG00000255839	AC117503.1	784	0
22733	ENSG00000185344	ATP6V0A2	49402	0.5
22734	ENSG00000286092	AC117503.5	9761	1
22735	ENSG00000197653	DNAH10	174018	1
22736	ENSG00000119242	CCDC92	54171	0.5
22737	ENSG00000250091	DNAH10OS	9523	1
22738	ENSG00000270130	AC068790.7	527	1
22739	ENSG00000270048	AC068790.4	262	1
22740	ENSG00000269997	AC068790.3	552	1
22741	ENSG00000269938	AC068790.2	556	1
22742	ENSG00000270061	AC068790.5	354	1
22743	ENSG00000270095	AC068790.6	257	1
22744	ENSG00000179195	ZNF664	43594	0.5
22745	ENSG00000178882	RFLNA	342783	1
22746	ENSG00000275389	AC068790.9	2837	0
22747	ENSG00000256596	AC026358.1	2790	0
22748	ENSG00000196498	NCOR2	243174	1
22749	ENSG00000214650	AC073592.1	3576	0
22750	ENSG00000073060	SCARB1	105812	1
22751	ENSG00000287242	AC073593.2	22007	1
22752	ENSG00000150991	UBC	5764	0.5
22753	ENSG00000150990	DHX37	42306	1
22754	ENSG00000184992	BRI3BP	37586	1
22755	ENSG00000280634	THRIL	1976	0
22756	ENSG00000081760	AACS	77899	1
22757	ENSG00000256814	AC122688.2	1336	0
22758	ENSG00000287240	AC122688.5	1066	1
22759	ENSG00000139364	TMEM132B	475541	1
22760	ENSG00000286209	AC005252.4	22592	1
22761	ENSG00000249267	LINC00939	24977	0
22762	ENSG00000275212	LINC02826	59783	0
22763	ENSG00000284848	LINC02359	83520	1
22764	ENSG00000286386	AC005888.1	25676	1
22765	ENSG00000255595	AC007368.1	243076	0
22766	ENSG00000256494	LINC02825	4736	0
22767	ENSG00000214043	LINC02347	33953	0
22768	ENSG00000256732	AC006065.4	80284	0
22769	ENSG00000255944	AC006065.3	62150	0
22770	ENSG00000255998	LINC02824	31992	0
22771	ENSG00000189238	LINC00943	25615	0
22772	ENSG00000256128	LINC00944	42732	0
22773	ENSG00000249873	LINC02372	5715	0
22774	ENSG00000256286	AC078878.2	13914	0
22775	ENSG00000249345	LINC02405	145366	0
22776	ENSG00000286016	AC079949.3	77701	1
22777	ENSG00000256001	AC079949.1	4503	0
22778	ENSG00000286791	AC079949.5	4795	1
22779	ENSG00000278266	AC079949.2	2932	0
22780	ENSG00000287339	AC079949.6	11304	1
22781	ENSG00000256292	LINC02376	10063	0
22782	ENSG00000256362	LINC02375	15957	0
22783	ENSG00000287365	AC068787.4	4288	1
22784	ENSG00000287112	AC068787.3	2432	1
22785	ENSG00000286922	AC068787.2	46304	1
22786	ENSG00000287622	AC068787.5	27022	1
22787	ENSG00000255945	AC025252.1	1547	0
22788	ENSG00000256022	LINC02411	5240	0
22789	ENSG00000286662	AC025160.1	94844	1
22790	ENSG00000256597	LINC02393	17029	0
22791	ENSG00000256193	LINC00507	45321	0
22792	ENSG00000256971	LINC00508	50165	0
22793	ENSG00000256643	LINC02441	3378	0
22794	ENSG00000287311	AC140121.1	16239	1
22795	ENSG00000256551	LINC02369	32035	0
22796	ENSG00000256659	LINC02368	6373	0
22797	ENSG00000276487	AC061709.2	4270	0
22798	ENSG00000181234	TMEM132C	440512	1
22799	ENSG00000257025	AC023595.1	4836	1
22800	ENSG00000139370	SLC15A4	30764	0.5
22801	ENSG00000274695	AC108704.1	743	0
22802	ENSG00000151948	GLT1D1	131541	1
22803	ENSG00000151952	TMEM132D	832300	1
22804	ENSG00000249196	TMEM132D-AS1	3665	0
22805	ENSG00000256699	TMEM132D-AS2	4061	0
22806	ENSG00000256085	AC130404.1	1460	0
22807	ENSG00000286246	AC130404.2	2437	1
22808	ENSG00000256137	AC117373.1	16800	0
22809	ENSG00000286394	AC117373.2	3523	1
22810	ENSG00000251536	AC055717.1	2736	0
22811	ENSG00000261650	AC055717.2	20463	0
22812	ENSG00000214039	LINC02418	12129	0
22813	ENSG00000256298	AC135388.1	1244	0
22814	ENSG00000256906	LINC02419	2360	0
22815	ENSG00000276122	AC026336.3	2075	0
22816	ENSG00000250208	FZD10-AS1	17941	1
22817	ENSG00000111432	FZD10	3281	1
22818	ENSG00000259862	AC026336.2	17046	0
22819	ENSG00000125207	PIWIL1	34750	1
22820	ENSG00000060709	RIMBP2	320144	1
22821	ENSG00000256064	AC063926.1	1484	0
22822	ENSG00000256343	AC095350.1	17891	0
22823	ENSG00000111450	STX2	49666	1
22824	ENSG00000256250	AC073912.1	1832	0
22825	ENSG00000256299	AC073912.2	1801	0
22826	ENSG00000132341	RAN	5641	0.5
22827	ENSG00000111452	ADGRD1	187562	1
22828	ENSG00000256204	AC073862.1	1206	0
22829	ENSG00000256151	ADGRD1-AS1	3838	0
22830	ENSG00000256810	AC078925.1	6377	0
22831	ENSG00000204603	LINC01257	67929	0
22832	ENSG00000248703	LINC02415	1862	0
22833	ENSG00000286462	AC092850.2	2766	1
22834	ENSG00000230294	LINC02370	20085	0
22835	ENSG00000287792	AC140118.2	20877	1
22836	ENSG00000256484	AC140118.1	4399	0
22837	ENSG00000275232	AC073578.2	8099	0
22838	ENSG00000287136	AC073578.5	1306	1
22839	ENSG00000256209	AC073578.1	67041	0
22840	ENSG00000256258	AC117500.3	1312	0
22841	ENSG00000256424	LINC02414	22427	0
22842	ENSG00000287639	AC117500.6	1479	1
22843	ENSG00000249926	AC117500.1	2108	0
22844	ENSG00000061936	SFSWAP	88656	0.5
22845	ENSG00000255933	AC117500.2	1081	0
22846	ENSG00000198598	MMP17	23390	1
22847	ENSG00000256955	AC131009.2	7118	0
22848	ENSG00000177169	ULK1	28528	0.5
22849	ENSG00000255992	AC131009.1	4615	0
22850	ENSG00000177192	PUS1	16696	1
22851	ENSG00000273568	AC131009.3	286	1
22852	ENSG00000183495	EP400	131182	1
22853	ENSG00000257000	AC137590.1	2657	0
22854	ENSG00000274670	AC137590.2	239	0
22855	ENSG00000185163	DDX51	7725	1
22856	ENSG00000184967	NOC4L	8016	1
22857	ENSG00000276693	AC138466.3	220	0
22858	ENSG00000256576	LINC02361	2960	0
22859	ENSG00000256312	AC138466.1	784	0
22860	ENSG00000182870	GALNT9	133217	1
22861	ENSG00000256943	AC148477.3	2938	0
22862	ENSG00000256542	AC148477.2	3551	0
22863	ENSG00000277011	AC148477.4	1792	0
22864	ENSG00000255916	AC148477.1	1725	0
22865	ENSG00000286008	AC148477.10	875	1
22866	ENSG00000274373	AC148476.1	704	0
22867	ENSG00000256783	AC079031.1	2864	0
22868	ENSG00000256875	AC079031.2	614	0
22869	ENSG00000112787	FBRSL1	95637	0.5
22870	ENSG00000277186	AC131212.1	667	0
22871	ENSG00000204583	LRCOL1	7432	1
22872	ENSG00000187848	P2RX2	3612	1
22873	ENSG00000177084	POLE	63623	1
22874	ENSG00000176894	PXMP2	17398	1
22875	ENSG00000247077	PGAM5	11915	0.5
22876	ENSG00000176915	ANKLE2	36329	1
22877	ENSG00000090615	GOLGA3	60164	0.5
22878	ENSG00000072609	CHFR	134117	1
22879	ENSG00000236617	AC127070.1	741	0
22880	ENSG00000250790	AC127070.2	3262	0
22881	ENSG00000196458	ZNF605	38000	1
22882	ENSG00000198393	ZNF26	46587	1
22883	ENSG00000246394	ZNF84-DT	6833	0
22884	ENSG00000198040	ZNF84	26012	1
22885	ENSG00000196387	ZNF140	27706	1
22886	ENSG00000214029	ZNF891	23656	1
22887	ENSG00000271963	AC026786.2	6648	0
22888	ENSG00000256223	ZNF10	28890	1
22889	ENSG00000090612	ZNF268	33422	1
22890	ENSG00000227059	ANHX	17783	1
22891	ENSG00000279516	FAM230C	36727	1
22892	ENSG00000231238	LINC00349	12334	0
22893	ENSG00000229788	LINC00388	1377	0
22894	ENSG00000231914	LINC00387	3336	0
22895	ENSG00000226250	LINC00408	30135	0
22896	ENSG00000231358	AL355516.1	22396	0
22897	ENSG00000232685	LINC00442	18543	0
22898	ENSG00000226619	AL137001.1	864	0
22899	ENSG00000287861	AL137001.2	44277	1
22900	ENSG00000198033	TUBA3C	8052	1
22901	ENSG00000232243	AL139327.2	22026	0
22902	ENSG00000236834	LINC00421	1700	0
22903	ENSG00000229791	AL356259.1	1487	0
22904	ENSG00000132958	TPTE2	113885	1
22905	ENSG00000225316	LINC00350	27275	0
22906	ENSG00000196199	MPHOSPH8	39782	1
22907	ENSG00000226352	PSPC1-AS2	1260	0
22908	ENSG00000121390	PSPC1	108267	0.5
22909	ENSG00000132950	ZMYM5	40167	1
22910	ENSG00000223576	AL355001.1	1845	0
22911	ENSG00000275964	AL355001.2	1190	0
22912	ENSG00000121741	ZMYM2	133159	0.5
22913	ENSG00000236076	LINC01072	529	0
22914	ENSG00000121743	GJA3	22797	1
22915	ENSG00000260131	LINC00556	411	0
22916	ENSG00000165474	GJB2	5475	1
22917	ENSG00000121742	GJB6	10403	1
22918	ENSG00000165475	CRYL1	122207	1
22919	ENSG00000277020	AL590096.1	2337	0
22920	ENSG00000032742	IFT88	124368	1
22921	ENSG00000278291	AL161772.1	4411	0
22922	ENSG00000172458	IL17D	20971	1
22923	ENSG00000150456	EEF1AKMT1	45230	1
22924	ENSG00000275485	AL512652.1	499	1
22925	ENSG00000132953	XPO4	125719	1
22926	ENSG00000150457	LATS2	88550	1
22927	ENSG00000233851	LATS2-AS1	12965	0
22928	ENSG00000150459	SAP18	8570	0.5
22929	ENSG00000165480	SKA3	22957	1
22930	ENSG00000173141	MRPL57	2426	0
22931	ENSG00000233405	LINC01046	10683	0
22932	ENSG00000224429	LINC00539	45859	0
22933	ENSG00000180776	ZDHHC20	86797	1
22934	ENSG00000236953	ZDHHC20-IT1	897	1
22935	ENSG00000165487	MICU2	111490	1
22936	ENSG00000102678	FGF9	33425	1
22937	ENSG00000226722	LINC00424	5493	0
22938	ENSG00000276476	AL136962.1	235554	0
22939	ENSG00000287357	AL512484.1	4172	1
22940	ENSG00000262619	LINC00621	57319	0
22941	ENSG00000262198	AL157931.1	6011	0
22942	ENSG00000283075	AL157931.2	462	0
22943	ENSG00000229483	LINC00362	762	0
22944	ENSG00000102683	SGCG	144213	1
22945	ENSG00000151835	SACS	104914	0
22946	ENSG00000229558	SACS-AS1	9898	0
22947	ENSG00000232977	LINC00327	21936	0
22948	ENSG00000227893	LINC00352	4078	0
22949	ENSG00000127863	TNFRSF19	105734	1
22950	ENSG00000027001	MIPEP	159211	0
22951	ENSG00000205861	PCOTH	8421	0
22952	ENSG00000205863	C1QTNF9B	12130	1
22953	ENSG00000287530	AL445985.2	15695	1
22954	ENSG00000182957	SPATA13	327269	1
22955	ENSG00000228741	AL445985.1	55217	0
22956	ENSG00000227213	SPATA13-AS1	1690	0
22957	ENSG00000240654	C1QTNF9	15369	1
22958	ENSG00000240868	C1QTNF9-AS1	5873	0
22959	ENSG00000261498	LINC00566	5671	0
22960	ENSG00000102699	PARP4	91847	1
22961	ENSG00000288103	AL359538.4	12667	1
22962	ENSG00000287376	AL359538.3	2581	1
22963	ENSG00000075673	ATP12A	32082	1
22964	ENSG00000285806	AL391560.1	15589	1
22965	ENSG00000287887	AL391560.2	7543	1
22966	ENSG00000132972	RNF17	115752	1
22967	ENSG00000151849	CENPJ	40610	1
22968	ENSG00000151846	PABPC3	3386	1
22969	ENSG00000165566	AMER2	10604	1
22970	ENSG00000238169	LINC01053	21674	0
22971	ENSG00000234056	LINC00463	7251	0
22972	ENSG00000225105	LINC01076	17188	0
22973	ENSG00000139505	MTMR6	41808	0.5
22974	ENSG00000260509	AL590787.1	1314	0
22975	ENSG00000139496	NUP58	48244	1
22976	ENSG00000132932	ATP8A2	653877	1
22977	ENSG00000180730	SHISA2	6434	1
22978	ENSG00000231983	LINC00415	1109	0
22979	ENSG00000127870	RNF6	90199	0.5
22980	ENSG00000277368	AL138966.2	463	0
22981	ENSG00000132964	CDK8	151134	0.5
22982	ENSG00000285929	AL353789.1	7168	1
22983	ENSG00000132970	WASF3	131265	1
22984	ENSG00000237001	WASF3-AS1	35249	0
22985	ENSG00000285935	AL159978.1	13164	1
22986	ENSG00000132975	GPR12	5586	1
22987	ENSG00000283579	AL160035.1	26029	1
22988	ENSG00000152484	USP12	105655	1
22989	ENSG00000232162	USP12-AS1	6280	0
22990	ENSG00000230641	USP12-AS2	10739	0
22991	ENSG00000275294	LINC02340	73025	0
22992	ENSG00000234772	LINC00412	14429	0
22993	ENSG00000122026	RPL21	5382	0
22994	ENSG00000122035	RASL11A	3363	1
